,unit,cycle,os1,os2,m2,m3,m4,m6,m7,m8,m9,m11,m12,m13,m14,m15,m17,m20,m21,rul
15895,79,142,-0.0,0.0004,642.69,1582.84,1408.67,21.61,552.75,2388.07,9071.34,47.4,521.04,2388.06,8152.96,8.4364,392,38.81,23.3612,58
15896,79,143,0.0001,-0.0004,642.31,1587.76,1407.43,21.61,552.69,2388.04,9068.73,47.46,521.65,2388.06,8150.24,8.4169,393,38.9,23.27,57
15897,79,144,-0.0016,-0.0003,642.69,1591.61,1402.33,21.61,554.43,2388.04,9068.72,47.32,521.46,2387.99,8148.73,8.4279,392,38.89,23.4637,56
15898,79,145,-0.0023,-0.0004,642.85,1595.85,1415.89,21.61,553.61,2388.13,9070.55,47.44,521.75,2388.08,8145.79,8.4434,394,38.76,23.2791,55
15899,79,146,-0.0018,-0.0002,641.9,1584.69,1404.22,21.61,553.85,2388.08,9071.34,47.54,522.01,2388.05,8151.44,8.4362,393,38.88,23.2805,54
15900,79,147,-0.0002,-0.0005,642.47,1589.64,1405.92,21.61,553.03,2388.12,9070.51,47.54,521.54,2388.09,8148.0,8.4447,392,38.82,23.3535,53
15901,79,148,-0.0029,-0.0003,642.99,1590.75,1406.01,21.61,554.13,2388.1,9064.48,47.69,521.06,2388.05,8149.38,8.4455,394,38.72,23.2033,52
15902,79,149,0.0014,0.0,643.15,1586.4,1412.43,21.61,552.84,2388.06,9065.87,47.5,521.74,2388.08,8146.63,8.4397,392,38.95,23.3553,51
15903,79,150,-0.0025,0.0003,642.02,1590.91,1412.21,21.61,553.5,2388.11,9068.27,47.6,521.63,2388.05,8148.11,8.3987,393,38.67,23.2193,50
15904,79,151,0.0014,0.0002,643.4,1584.04,1408.25,21.61,553.1,2388.07,9066.78,47.34,521.67,2388.06,8146.25,8.4462,394,38.76,23.3235,49
15905,79,152,0.0007,0.0001,642.95,1593.53,1412.73,21.61,553.02,2388.1,9072.27,47.55,521.25,2388.08,8148.92,8.4509,392,38.75,23.223,48
15906,79,153,-0.0009,-0.0001,642.8,1584.81,1410.75,21.61,552.84,2388.1,9072.5,47.43,521.08,2388.11,8147.54,8.4144,392,38.92,23.2789,47
15907,79,154,0.0012,-0.0002,642.59,1595.6,1400.4,21.61,553.58,2388.13,9070.89,47.5,521.61,2388.08,8147.54,8.4653,393,38.89,23.2583,46
15908,79,155,0.0017,-0.0003,642.79,1586.28,1407.43,21.61,553.51,2388.08,9069.94,47.63,521.35,2388.04,8151.21,8.4521,392,38.64,23.2601,45
15909,79,156,0.0017,0.0004,642.9,1586.72,1405.27,21.61,553.29,2388.12,9072.49,47.72,521.3,2388.1,8146.55,8.4412,394,38.71,23.2991,44
15910,79,157,-0.001,0.0002,643.18,1598.58,1406.43,21.61,553.46,2388.09,9075.81,47.67,521.34,2388.1,8151.83,8.4669,394,38.83,23.0886,43
15911,79,158,0.0029,0.0003,642.63,1591.16,1403.7,21.61,553.04,2388.13,9069.72,47.66,521.37,2388.04,8148.66,8.4363,394,38.8,23.2676,42
15912,79,159,-0.0005,-0.0005,642.76,1589.61,1413.13,21.61,553.31,2388.12,9067.37,47.59,521.66,2388.1,8152.7,8.4482,394,38.91,23.3153,41
15913,79,160,0.0,-0.0005,642.12,1592.33,1412.32,21.61,552.98,2388.15,9073.7,47.7,521.27,2388.12,8156.3,8.4636,394,38.81,23.3456,40
15914,79,161,-0.0016,0.0003,642.73,1592.2,1412.49,21.61,554.03,2388.05,9074.47,47.64,521.05,2388.09,8153.14,8.465,394,38.57,23.0965,39
15915,79,162,-0.0005,0.0004,642.92,1597.34,1409.63,21.61,552.79,2388.09,9066.09,47.69,521.36,2388.14,8152.79,8.446,393,38.66,23.238,38
15916,79,163,-0.001,0.0001,643.01,1587.46,1411.94,21.61,553.41,2388.17,9080.52,47.71,521.39,2388.12,8152.92,8.4654,394,38.68,23.3275,37
15917,79,164,0.0043,-0.0003,642.99,1593.49,1420.25,21.61,552.5,2388.07,9073.58,47.8,521.52,2388.11,8153.73,8.4474,393,38.78,23.2125,36
15918,79,165,-0.0012,-0.0004,642.96,1593.1,1408.09,21.61,552.55,2388.09,9085.53,47.68,521.91,2388.2,8146.41,8.4479,393,38.69,23.2733,35
15919,79,166,-0.0045,-0.0001,642.78,1596.73,1413.47,21.61,552.8,2388.07,9077.03,47.82,521.54,2388.17,8157.48,8.4777,394,38.69,23.2607,34
15920,79,167,-0.0017,-0.0003,642.97,1593.17,1412.78,21.61,553.06,2388.19,9072.17,47.76,520.81,2388.16,8149.95,8.4568,393,38.84,23.289,33
15921,79,168,-0.0055,-0.0003,643.02,1591.19,1419.5,21.61,552.97,2388.06,9076.83,47.66,520.74,2388.12,8153.75,8.4652,393,38.86,23.1058,32
15922,79,169,0.0016,0.0003,642.19,1594.26,1409.62,21.61,552.74,2388.08,9084.87,47.56,520.67,2388.1,8157.78,8.4304,393,38.74,23.1841,31
15923,79,170,0.0003,0.0,643.15,1590.61,1410.52,21.61,552.82,2388.09,9070.52,47.77,520.84,2388.18,8149.97,8.49,394,38.86,23.1917,30
15924,79,171,-0.0016,-0.0001,642.75,1597.24,1417.47,21.61,552.96,2388.1,9077.47,47.78,521.26,2388.12,8154.88,8.4429,396,38.59,23.2026,29
15925,79,172,-0.0005,0.0004,642.32,1590.48,1413.72,21.61,552.2,2388.11,9077.91,47.79,520.56,2388.13,8154.22,8.4595,394,38.79,23.1857,28
15926,79,173,-0.0043,-0.0003,642.72,1604.92,1415.91,21.61,551.7,2388.11,9086.1,47.63,520.71,2388.13,8151.11,8.4543,394,38.61,23.2056,27
15927,79,174,0.0004,0.0002,643.29,1595.9,1412.85,21.61,552.9,2388.11,9076.0,47.85,520.64,2388.17,8154.13,8.4762,396,38.56,23.2308,26
15928,79,175,-0.0016,-0.0003,642.94,1590.51,1420.88,21.61,552.89,2388.14,9081.75,47.89,521.23,2388.13,8154.84,8.4645,396,38.69,23.208,25
15929,79,176,0.0006,0.0002,642.78,1593.24,1418.08,21.61,552.75,2388.06,9086.47,47.76,520.85,2388.16,8155.94,8.4634,395,38.6,23.2738,24
15930,79,177,-0.0009,0.0001,643.15,1598.9,1414.12,21.61,552.43,2388.14,9078.34,47.77,521.26,2388.14,8152.68,8.5006,395,38.62,23.1078,23
15931,79,178,0.0011,-0.0003,643.31,1595.94,1421.72,21.61,552.46,2388.16,9090.79,47.68,520.36,2388.11,8158.11,8.4617,394,38.62,23.1246,22
15932,79,179,0.0027,0.0002,642.88,1596.35,1414.17,21.61,552.35,2388.12,9084.54,47.79,520.68,2388.14,8159.62,8.4724,396,38.67,23.1666,21
15933,79,180,0.0007,0.0001,643.61,1598.56,1422.26,21.61,552.55,2388.14,9091.11,47.88,520.33,2388.16,8159.63,8.4926,395,38.65,23.2897,20
15934,79,181,-0.0003,-0.0003,643.03,1601.1,1418.04,21.61,552.25,2388.16,9081.76,47.98,520.8,2388.2,8157.04,8.504,395,38.9,23.3533,19
15935,79,182,0.0025,-0.0003,643.1,1593.39,1418.08,21.61,551.96,2388.13,9081.79,47.88,520.49,2388.16,8162.82,8.5117,395,38.62,23.0477,18
15936,79,183,-0.0015,-0.0005,643.33,1598.94,1411.4,21.61,551.73,2388.17,9089.03,48.01,519.67,2388.19,8157.22,8.493,396,38.8,23.0854,17
15937,79,184,-0.0024,-0.0002,643.22,1595.07,1420.6,21.61,551.89,2388.17,9090.09,47.95,520.5,2388.14,8161.47,8.4948,397,38.7,23.1814,16
15938,79,185,0.0001,0.0002,643.34,1603.8,1423.72,21.61,551.86,2388.16,9092.91,47.92,519.99,2388.16,8162.72,8.511,396,38.45,23.1421,15
15939,79,186,-0.0014,-0.0,643.22,1601.55,1421.79,21.61,552.12,2388.17,9086.56,48.01,520.84,2388.16,8165.66,8.5127,396,38.54,23.0323,14
15940,79,187,0.0054,-0.0004,643.7,1600.66,1424.25,21.61,551.78,2388.19,9087.58,48.01,520.44,2388.17,8158.45,8.4888,396,38.59,23.1239,13
15941,79,188,0.002,-0.0,643.17,1605.33,1428.14,21.61,552.23,2388.15,9095.5,47.97,520.64,2388.16,8166.65,8.477,394,38.63,23.2292,12
15942,79,189,-0.0012,0.0,642.99,1603.0,1424.73,21.61,551.58,2388.11,9098.74,47.95,520.74,2388.18,8161.31,8.4963,396,38.51,23.1421,11
15943,79,190,-0.0001,0.0,642.99,1604.81,1427.9,21.61,551.72,2388.17,9087.47,47.94,520.02,2388.15,8163.79,8.5022,394,38.58,23.0818,10
15944,79,191,-0.005,0.0,643.15,1603.83,1429.15,21.61,552.81,2388.12,9082.85,48.01,519.89,2388.16,8156.67,8.5239,395,38.36,23.186,9
15945,79,192,0.0026,-0.0003,643.25,1598.31,1417.45,21.61,551.4,2388.17,9101.64,47.97,520.18,2388.18,8170.75,8.5196,396,38.47,23.163,8
15946,79,193,-0.001,-0.0004,643.55,1605.53,1423.36,21.61,551.92,2388.19,9095.68,48.18,519.92,2388.19,8166.72,8.4926,395,38.53,23.1081,7
15947,79,194,-0.0034,0.0001,643.32,1599.8,1428.89,21.61,551.59,2388.2,9094.7,48.15,519.78,2388.22,8167.24,8.4756,396,38.47,23.0308,6
15948,79,195,-0.001,-0.0004,643.84,1601.67,1429.44,21.61,551.55,2388.16,9097.21,48.12,520.3,2388.17,8162.39,8.5201,395,38.54,23.0818,5
15949,79,196,-0.0019,0.0001,644.23,1597.47,1431.96,21.61,551.34,2388.18,9094.5,48.05,519.83,2388.21,8165.34,8.5115,397,38.31,23.1359,4
15950,79,197,0.0005,0.0004,643.82,1603.82,1422.69,21.61,552.09,2388.18,9103.96,48.12,520.35,2388.22,8169.21,8.5147,397,38.5,23.0924,3
15951,79,198,-0.0037,-0.0005,643.91,1606.34,1431.45,21.61,551.54,2388.23,9106.82,48.2,519.91,2388.18,8164.59,8.5117,396,38.35,23.0653,2
15952,79,199,-0.0023,-0.0004,643.57,1598.35,1436.93,21.61,551.0,2388.26,9095.97,48.2,519.62,2388.21,8165.3,8.5273,397,38.4,23.1076,1
15953,80,1,-0.0037,0.0002,642.66,1588.3,1392.25,21.61,553.3,2388.17,9052.54,47.44,521.76,2388.13,8130.23,8.4377,393,38.66,23.2146,185
15954,80,2,0.0008,-0.0001,642.55,1590.37,1413.83,21.61,554.33,2388.08,9047.61,47.62,521.62,2388.12,8136.26,8.4602,393,38.83,23.3626,184
15955,80,3,0.0004,-0.0005,643.62,1586.74,1408.62,21.61,553.94,2388.12,9055.27,47.46,521.51,2388.1,8131.42,8.399,393,38.78,23.2833,183
15956,80,4,0.0007,-0.0003,643.04,1589.6,1412.19,21.61,553.18,2388.13,9047.89,47.51,520.98,2388.09,8133.99,8.4308,395,39.01,23.3077,182
15957,80,5,-0.0032,-0.0001,642.1,1587.23,1408.13,21.61,552.94,2388.13,9057.0,47.59,521.22,2388.09,8127.56,8.4253,393,38.92,23.1403,181
15958,80,6,0.0011,0.0003,642.17,1592.74,1410.83,21.61,553.13,2388.09,9051.94,47.51,521.66,2388.07,8133.47,8.467,395,38.8,23.387,180
15959,80,7,0.0028,0.0005,642.44,1590.79,1409.0,21.61,552.91,2388.11,9051.56,47.41,521.28,2388.1,8133.93,8.4333,394,38.9,23.2716,179
15960,80,8,-0.0022,-0.0004,642.24,1580.72,1408.6,21.61,553.27,2388.13,9053.9,47.48,521.96,2388.07,8129.63,8.4129,393,38.83,23.2389,178
15961,80,9,0.0023,-0.0003,642.27,1580.36,1414.7,21.61,553.21,2388.13,9049.19,47.75,521.39,2388.13,8130.14,8.4519,393,38.76,23.3685,177
15962,80,10,0.0015,-0.0004,643.42,1587.59,1416.48,21.61,553.88,2388.09,9056.24,47.52,521.85,2388.13,8134.07,8.4274,393,38.68,23.2907,176
15963,80,11,-0.0028,0.0001,642.99,1593.0,1409.51,21.61,553.91,2388.11,9052.87,47.58,521.33,2388.1,8134.17,8.4555,394,38.78,23.2839,175
15964,80,12,-0.003,-0.0003,643.02,1601.02,1412.01,21.61,553.02,2388.12,9058.32,47.59,520.71,2388.1,8135.77,8.4655,394,38.65,23.2453,174
15965,80,13,-0.0002,0.0003,642.91,1586.05,1408.53,21.61,552.13,2388.13,9058.03,47.68,521.6,2388.06,8131.88,8.4259,392,38.85,23.3184,173
15966,80,14,-0.0006,0.0001,642.58,1588.22,1416.61,21.61,553.06,2388.12,9060.04,47.53,522.05,2388.13,8131.76,8.409,392,38.8,23.3618,172
15967,80,15,0.0023,0.0002,642.93,1595.52,1405.62,21.61,553.59,2388.1,9050.54,47.6,521.51,2388.1,8136.69,8.4467,392,38.98,23.2601,171
15968,80,16,-0.0,0.0003,641.93,1590.07,1411.21,21.61,553.45,2388.12,9056.97,47.52,521.12,2388.14,8139.51,8.441,394,38.8,23.2677,170
15969,80,17,-0.0003,0.0001,642.38,1588.24,1403.27,21.61,553.65,2388.07,9051.17,47.58,521.9,2388.08,8137.7,8.4585,393,38.79,23.2894,169
15970,80,18,0.0025,-0.0002,642.37,1584.99,1410.61,21.61,553.29,2388.18,9056.27,47.72,520.82,2388.08,8133.8,8.4245,394,38.84,23.3161,168
15971,80,19,0.0,0.0003,642.65,1588.34,1406.36,21.61,553.56,2388.09,9053.0,47.71,521.49,2388.08,8133.71,8.4314,391,39.01,23.2337,167
15972,80,20,-0.002,-0.0001,642.58,1588.29,1404.34,21.61,553.69,2388.14,9053.59,47.5,521.15,2388.08,8133.8,8.4597,393,38.75,23.2536,166
15973,80,21,0.0008,-0.0003,642.81,1592.16,1416.05,21.61,553.74,2388.21,9056.19,47.43,520.79,2388.07,8138.11,8.4216,394,38.76,23.3359,165
15974,80,22,-0.0007,0.0001,642.98,1595.58,1411.86,21.61,553.16,2388.09,9039.34,47.63,522.13,2388.12,8132.01,8.4601,393,39.05,23.2644,164
15975,80,23,0.0006,0.0002,642.71,1579.8,1410.17,21.61,553.28,2388.1,9051.12,47.6,521.16,2388.11,8132.89,8.4144,394,38.93,23.2766,163
15976,80,24,0.0016,0.0002,642.96,1593.27,1409.32,21.61,553.07,2388.11,9054.02,47.68,521.12,2388.08,8132.99,8.4307,394,38.94,23.3565,162
15977,80,25,-0.0021,0.0001,643.14,1597.04,1408.55,21.61,553.63,2388.1,9052.77,47.5,521.76,2388.12,8131.35,8.4601,393,38.85,23.3419,161
15978,80,26,-0.0003,-0.0005,642.93,1593.45,1407.11,21.61,553.45,2388.1,9052.54,47.47,521.48,2388.17,8136.2,8.4572,394,38.82,23.2487,160
15979,80,27,0.0047,-0.0005,642.81,1593.3,1401.96,21.61,553.28,2388.11,9046.96,47.68,521.28,2388.07,8132.35,8.4631,395,38.81,23.2838,159
15980,80,28,-0.0002,-0.0001,642.6,1584.15,1407.58,21.61,553.64,2388.08,9054.48,47.53,521.37,2388.08,8133.1,8.3979,394,38.79,23.2776,158
15981,80,29,0.0018,-0.0003,642.96,1584.54,1416.0,21.61,552.87,2388.08,9051.65,47.35,521.55,2388.14,8133.77,8.4288,392,38.98,23.2935,157
15982,80,30,-0.005,0.0003,642.82,1592.69,1408.16,21.61,553.57,2388.11,9056.92,47.71,521.36,2388.11,8132.56,8.4217,392,38.69,23.394,156
15983,80,31,-0.002,0.0003,643.11,1592.38,1403.18,21.61,553.17,2388.11,9050.94,47.56,522.1,2388.15,8133.71,8.4462,393,38.85,23.321,155
15984,80,32,0.0006,0.0,642.66,1589.59,1405.0,21.61,553.82,2388.08,9055.39,47.3,521.91,2388.14,8134.13,8.4081,392,38.76,23.2931,154
15985,80,33,0.0016,-0.0003,642.72,1591.63,1412.88,21.61,554.13,2388.1,9055.75,47.62,521.62,2388.09,8137.43,8.4606,392,38.62,23.1953,153
15986,80,34,-0.0004,0.0001,642.76,1593.83,1414.18,21.61,553.41,2388.1,9060.29,47.62,521.49,2388.05,8134.68,8.4514,393,38.92,23.3678,152
15987,80,35,0.0012,0.0001,642.56,1588.19,1415.91,21.61,553.06,2388.14,9051.46,47.63,520.97,2388.06,8134.78,8.4187,394,38.84,23.191,151
15988,80,36,0.0025,-0.0001,642.8,1587.58,1412.64,21.61,553.23,2388.15,9053.12,47.66,521.45,2388.12,8139.26,8.4518,392,38.91,23.2912,150
15989,80,37,-0.0055,-0.0003,642.85,1585.26,1415.51,21.61,553.17,2388.1,9053.21,47.6,521.34,2388.13,8137.38,8.4229,392,38.73,23.2421,149
15990,80,38,-0.0011,0.0003,642.46,1583.13,1406.84,21.61,553.45,2388.13,9047.88,47.51,521.81,2388.02,8133.52,8.4504,393,38.88,23.319,148
15991,80,39,-0.002,-0.0001,642.79,1581.22,1406.37,21.61,554.09,2388.09,9056.5,47.52,521.43,2388.08,8131.77,8.4465,393,38.82,23.3046,147
15992,80,40,0.0002,-0.0005,642.06,1583.56,1409.31,21.61,553.61,2388.09,9055.66,47.48,521.55,2388.1,8130.92,8.4333,395,38.7,23.1905,146
15993,80,41,0.0049,0.0003,642.43,1592.54,1401.49,21.61,554.12,2388.12,9048.25,47.64,521.11,2388.1,8136.41,8.4701,393,38.85,23.2436,145
15994,80,42,0.0029,-0.0001,643.44,1587.71,1408.84,21.61,553.18,2388.1,9047.75,47.59,521.61,2388.11,8132.3,8.4211,393,38.84,23.2439,144
15995,80,43,-0.004,-0.0005,642.46,1582.82,1413.67,21.61,552.94,2388.12,9049.83,47.73,521.46,2388.04,8137.5,8.4385,393,38.88,23.298,143
15996,80,44,-0.0016,-0.0001,642.95,1587.97,1408.29,21.61,553.37,2388.09,9053.2,47.47,521.73,2388.16,8127.81,8.425,395,38.62,23.2653,142
15997,80,45,0.0029,-0.0005,642.68,1591.31,1411.79,21.61,552.86,2388.08,9047.17,47.37,521.34,2388.07,8131.3,8.4331,394,38.7,23.2211,141
15998,80,46,0.003,0.0003,642.87,1590.05,1408.45,21.61,553.39,2388.09,9058.81,47.59,521.39,2388.1,8136.89,8.4216,393,38.63,23.3665,140
15999,80,47,-0.0004,0.0,642.53,1586.42,1408.0,21.61,554.29,2388.14,9050.7,47.49,521.72,2388.18,8123.64,8.4219,393,38.82,23.3231,139
16000,80,48,-0.0031,-0.0002,642.71,1583.68,1406.56,21.61,553.9,2388.13,9064.8,47.52,521.39,2388.12,8131.74,8.4648,392,38.88,23.2074,138
16001,80,49,0.0001,0.0003,643.36,1588.18,1412.39,21.61,553.37,2388.06,9042.68,47.34,521.58,2388.12,8141.18,8.4587,392,38.64,23.2376,137
16002,80,50,-0.0038,-0.0002,642.58,1593.51,1406.64,21.61,553.47,2388.09,9053.68,47.5,521.37,2388.11,8133.14,8.456,395,38.89,23.3301,136
16003,80,51,0.0022,0.0002,643.43,1593.97,1403.61,21.61,553.24,2388.12,9060.41,47.51,521.72,2388.13,8137.34,8.4217,394,38.86,23.336,135
16004,80,52,-0.0023,0.0,642.39,1589.67,1406.97,21.61,553.2,2388.15,9057.12,47.76,521.48,2388.11,8134.08,8.444,395,38.78,23.2335,134
16005,80,53,0.0,-0.0002,642.54,1589.1,1407.65,21.61,552.67,2388.16,9061.32,47.62,521.37,2388.11,8136.25,8.4387,393,38.73,23.3949,133
16006,80,54,0.0035,0.0003,643.21,1595.43,1413.28,21.61,552.93,2388.1,9055.28,47.39,521.57,2388.06,8132.08,8.4364,393,38.81,23.3826,132
16007,80,55,-0.0005,0.0005,642.19,1590.14,1408.26,21.61,553.58,2388.1,9048.49,47.44,521.35,2388.08,8128.04,8.4788,394,38.76,23.3977,131
16008,80,56,-0.0022,0.0,642.8,1588.49,1411.06,21.61,553.29,2388.08,9058.53,47.59,521.25,2388.14,8128.06,8.4451,394,38.87,23.3121,130
16009,80,57,-0.001,-0.0001,642.67,1589.66,1410.16,21.61,553.67,2388.08,9059.56,47.65,521.43,2388.14,8132.59,8.4396,393,38.85,23.3452,129
16010,80,58,-0.0015,-0.0,642.66,1593.6,1410.83,21.61,553.2,2388.16,9061.82,47.72,521.11,2388.1,8137.02,8.4211,392,38.86,23.3301,128
16011,80,59,-0.0009,0.0003,642.18,1590.13,1406.32,21.61,553.33,2388.06,9055.54,47.41,521.28,2388.14,8137.56,8.4571,393,38.86,23.2861,127
16012,80,60,-0.0008,0.0003,642.44,1579.75,1411.16,21.61,553.68,2388.12,9058.13,47.49,521.8,2388.14,8139.57,8.4532,394,38.89,23.237,126
16013,80,61,-0.0022,-0.0004,642.58,1589.27,1411.92,21.61,553.85,2388.14,9055.21,47.58,521.0,2388.12,8129.83,8.4531,393,38.69,23.288,125
16014,80,62,-0.0064,0.0001,642.82,1587.98,1413.99,21.61,553.2,2388.16,9053.77,47.61,521.85,2388.08,8134.98,8.4692,393,38.77,23.2208,124
16015,80,63,0.0005,-0.0003,642.55,1589.93,1400.48,21.61,553.27,2388.1,9063.05,47.61,520.92,2388.1,8140.91,8.436,394,38.88,23.4023,123
16016,80,64,0.0014,-0.0,642.59,1593.67,1414.14,21.61,553.62,2388.17,9058.61,47.4,521.37,2388.15,8138.48,8.4602,392,38.85,23.2629,122
16017,80,65,0.0029,0.0,643.03,1587.75,1411.0,21.61,553.54,2388.09,9052.62,47.56,521.69,2388.13,8136.31,8.4243,392,38.62,23.3769,121
16018,80,66,-0.0007,0.0001,642.85,1594.71,1404.12,21.61,553.77,2388.1,9063.22,47.5,521.2,2388.04,8139.13,8.4944,391,38.81,23.3268,120
16019,80,67,-0.0002,0.0003,642.84,1594.05,1407.89,21.61,553.75,2388.13,9058.81,47.5,521.14,2388.09,8136.21,8.4648,393,38.77,23.2953,119
16020,80,68,0.0027,0.0004,642.83,1588.48,1415.33,21.61,553.41,2388.09,9059.7,47.63,521.01,2388.04,8138.85,8.4509,393,38.75,23.2943,118
16021,80,69,0.0016,-0.0002,642.36,1591.77,1411.79,21.61,552.92,2388.07,9056.95,47.72,520.91,2388.13,8132.5,8.4338,394,38.85,23.3112,117
16022,80,70,0.0023,0.0005,642.45,1594.06,1410.72,21.61,553.05,2388.09,9061.66,47.56,521.46,2388.09,8138.11,8.4743,394,38.95,23.2617,116
16023,80,71,-0.0004,0.0003,642.32,1593.2,1406.88,21.61,553.29,2388.15,9050.43,47.55,521.87,2388.15,8139.98,8.4209,393,38.9,23.2054,115
16024,80,72,0.0012,0.0001,642.57,1593.52,1407.98,21.61,553.87,2388.13,9062.05,47.53,520.54,2388.11,8133.75,8.4147,395,38.93,23.2035,114
16025,80,73,-0.0012,-0.0003,642.86,1590.87,1415.69,21.61,553.1,2388.06,9056.77,47.53,521.59,2388.13,8134.35,8.4553,394,38.94,23.3709,113
16026,80,74,0.0013,-0.0004,643.48,1601.68,1406.05,21.61,553.41,2388.15,9061.21,47.63,521.31,2388.17,8135.98,8.48,393,38.86,23.3327,112
16027,80,75,0.0055,-0.0004,643.6,1589.46,1408.42,21.61,553.21,2388.07,9050.65,47.7,521.24,2388.11,8138.69,8.4374,393,38.74,23.3284,111
16028,80,76,-0.0022,-0.0003,642.85,1592.64,1409.51,21.61,552.92,2388.12,9058.74,47.42,521.28,2388.19,8141.14,8.4292,393,38.66,23.2669,110
16029,80,77,-0.0006,-0.0003,642.87,1592.87,1410.28,21.61,553.68,2388.14,9056.53,47.61,522.0,2388.11,8141.17,8.4445,393,38.88,23.2837,109
16030,80,78,-0.004,-0.0001,642.76,1591.6,1401.32,21.61,553.71,2388.11,9062.25,47.56,521.62,2388.14,8138.45,8.4567,393,38.91,23.2845,108
16031,80,79,-0.0015,-0.0003,642.63,1585.78,1404.45,21.61,553.57,2388.09,9064.85,47.49,521.16,2388.08,8138.74,8.4193,392,38.68,23.3059,107
16032,80,80,0.001,-0.0,642.96,1586.68,1410.15,21.61,553.31,2388.19,9061.89,47.76,521.28,2388.13,8139.44,8.4344,392,38.61,23.2109,106
16033,80,81,0.0025,-0.0002,642.55,1588.12,1405.85,21.61,553.8,2388.11,9051.52,47.54,521.04,2388.08,8136.99,8.4551,394,38.73,23.2479,105
16034,80,82,0.002,0.0005,642.86,1596.78,1409.48,21.61,552.91,2388.09,9060.49,47.62,521.42,2388.15,8141.24,8.4387,395,38.67,23.1955,104
16035,80,83,0.0024,-0.0004,642.96,1592.99,1411.21,21.61,553.66,2388.1,9057.14,47.51,521.02,2388.1,8136.05,8.4323,395,38.86,23.2805,103
16036,80,84,0.0005,-0.0,642.92,1590.97,1415.45,21.61,553.79,2388.08,9063.72,47.56,521.56,2388.12,8137.1,8.4401,393,38.66,23.2036,102
16037,80,85,0.0007,-0.0,642.33,1585.72,1410.25,21.61,553.0,2388.14,9056.17,47.52,521.26,2388.15,8140.41,8.4518,393,38.92,23.26,101
16038,80,86,0.0014,-0.0003,642.95,1590.41,1411.49,21.61,552.93,2388.12,9063.71,47.57,521.51,2388.08,8138.47,8.4126,393,38.82,23.3938,100
16039,80,87,-0.0019,-0.0003,642.64,1586.41,1409.7,21.61,553.01,2388.07,9065.05,47.64,521.33,2388.12,8137.46,8.4648,395,38.75,23.2764,99
16040,80,88,-0.0038,-0.0001,642.76,1590.81,1405.7,21.61,553.14,2388.06,9063.43,47.57,521.67,2388.12,8136.04,8.4105,393,38.92,23.2483,98
16041,80,89,0.0008,0.0003,642.79,1583.87,1405.43,21.61,553.59,2388.13,9062.05,47.51,521.62,2388.12,8139.05,8.4359,392,38.79,23.3032,97
16042,80,90,0.0016,0.0002,642.8,1588.53,1411.48,21.61,553.03,2388.15,9061.33,47.6,521.36,2388.17,8144.21,8.4692,392,38.85,23.3283,96
16043,80,91,-0.0034,-0.0004,642.78,1592.97,1411.32,21.61,553.26,2388.11,9055.87,47.58,521.31,2388.09,8140.47,8.4818,392,38.86,23.3404,95
16044,80,92,0.0026,0.0004,643.17,1590.56,1417.39,21.61,553.57,2388.11,9063.49,47.59,521.04,2388.08,8146.38,8.4031,394,38.72,23.253,94
16045,80,93,0.0015,0.0002,642.9,1593.57,1414.06,21.61,553.25,2388.11,9064.04,47.36,521.08,2388.11,8137.71,8.4574,394,38.85,23.2456,93
16046,80,94,-0.0023,-0.0005,642.54,1589.39,1409.8,21.61,553.79,2388.14,9062.26,47.72,521.77,2388.13,8140.83,8.4487,392,39.0,23.3886,92
16047,80,95,0.0005,-0.0003,642.9,1590.33,1400.61,21.61,553.09,2388.13,9060.24,47.42,521.15,2388.09,8148.43,8.4951,393,38.73,23.2996,91
16048,80,96,0.0006,0.0004,642.63,1593.16,1413.39,21.61,554.08,2388.08,9064.16,47.46,521.88,2388.08,8138.23,8.4816,393,38.86,23.2899,90
16049,80,97,-0.0016,-0.0005,642.71,1586.68,1407.59,21.61,553.77,2388.13,9067.37,47.47,521.49,2388.1,8139.02,8.4498,393,38.81,23.1854,89
16050,80,98,-0.0026,-0.0001,642.53,1590.54,1413.09,21.61,553.34,2388.14,9066.85,47.55,521.33,2388.13,8139.36,8.461,392,38.53,23.3426,88
16051,80,99,-0.0004,0.0003,642.72,1590.11,1417.06,21.61,553.15,2388.05,9063.69,47.39,521.65,2388.09,8145.79,8.4711,394,38.68,23.1814,87
16052,80,100,0.0013,0.0001,642.69,1589.76,1407.02,21.61,552.67,2388.08,9066.39,47.65,521.57,2388.09,8137.66,8.4481,394,38.74,23.3055,86
16053,80,101,-0.0034,0.0,642.65,1594.22,1410.08,21.61,553.9,2388.14,9060.07,47.65,521.19,2388.08,8137.97,8.4395,393,38.72,23.2238,85
16054,80,102,-0.0002,-0.0003,643.44,1600.94,1409.67,21.61,553.32,2388.09,9066.33,47.65,521.23,2388.1,8146.62,8.4344,393,38.8,23.368,84
16055,80,103,0.0,0.0003,642.6,1592.07,1419.17,21.61,553.15,2388.12,9063.95,47.64,521.4,2388.14,8142.95,8.4509,393,38.75,23.3338,83
16056,80,104,0.0018,0.0001,642.97,1590.89,1412.85,21.61,553.21,2388.05,9064.48,47.68,520.8,2388.1,8147.11,8.4652,395,38.87,23.268,82
